gene	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv
PPIAL4G	4	7	0	0	0	1.3382	0	0	0
MDFI	4	6	0	0	0	0.9663	0	0	0
FGF11	1	5	0	0	0	1.2691	0	0	0
TMEM51	3	6	0	0	0	1.0667	0	0	0
SSBP3	3	6	0	2	0	0.8858	1.9622	1.9622	0
PRM1	1	3	0	0	0	1.4804	0	0	0
PSMB4	1	4	0	0	0	0.9585	0	0	0
ANO7	8	19	2	0	1	1.2074	1.2185	1.2185	0.5922
KIAA0907	7	13	1	1	1	0.944	1.0486	1.0486	0.7887
NME4	2	5	0	1	0	1.1903	3.0223	3.0223	0
S100A13	2	1	0	0	0	0.4887	0	0	0
NLRP5	35	75	6	1	1	1.1424	1.1957	1.1957	0.4093
CHSY3	14	28	1	0	0	0.8977	0.4444	0.4444	0
DDX53	9	20	2	0	1	0.9128	1.0771	1.0771	0.7355
IDNK	0	5	0	1	0	1.5225	2.6265	2.6265	0
SEC11A	0	3	0	0	0	1.2927	0	0	0
JTB	1	2	0	0	0	0.716	0	0	0
FLT4	17	31	3	0	2	1.0051	1.1365	1.1365	0.7386
EGFL8	0	3	1	0	0	0.9068	2.873	2.873	0
GOLGA6L4	0	4	0	0	0	1.0813	0	0	0
CST5	1	4	0	1	0	1.4101	2.7826	2.7826	0
AC092811.1	1	3	0	0	0	1.6758	0	0	0
OVOL1	2	3	0	0	0	0.674	0	0	0
SPRR2G	1	4	0	0	0	1.5039	0	0	0
C2orf66	1	4	0	0	0	1.4562	0	0	0
KB-1507C5.2	2	4	0	0	0	1.5729	0	0	0
SCFD2	7	13	1	0	1	0.8786	0.7873	0.7873	0.7071
WDR82	1	3	0	1	0	0.7328	2.2811	2.2811	0
BLNK	3	13	2	1	0	1.3523	1.8046	1.8046	0
RP11-195F19.5	0	1	0	0	0	0.4762	0	0	0
WRB	0	3	0	0	0	1.4109	0	0	0
SNAPC5	2	2	0	0	0	0.6923	0	0	0
TMEM98	0	3	0	1	0	1.0471	3.0748	3.0748	0
ZNF615	12	20	1	1	0	0.7716	0.6194	0.6194	0
HDDC2	3	3	1	0	0	0.6294	1.658	1.658	0
ATP10D	23	47	3	3	2	0.9368	1.0199	1.0199	0.7049
DENND2D	5	8	2	0	0	0.8254	1.762	1.762	0
SLC6A2	22	24	1	2	0	0.7869	1.0702	1.0702	0
NUPR1	1	1	0	0	0	0.468	0	0	0
RPA3	1	2	0	0	0	0.7008	0	0	0
ARPC3	1	2	1	0	0	0.8254	2.7315	2.7315	0
TMEM65	1	5	0	0	0	1.2881	0	0	0
FNDC5	4	3	0	0	0	0.8306	0	0	0
THOC5	5	10	0	1	1	0.8693	0.7131	0.7131	0.6748
TMEM190	1	2	0	0	0	0.6621	0	0	0
MME	18	32	5	1	1	1.0809	1.2119	1.2119	0.6528
PIM3	9	8	1	0	0	0.6996	1.3388	1.3388	0
MSTO1	2	7	1	0	1	0.9124	1.299	1.299	0.7168
BUD31	0	3	0	0	0	1.5677	0	0	0
GJC2	0	2	0	0	0	0.518	0	0	0
CYS1	1	3	0	0	0	0.6141	0	0	0
UTRN	24	80	8	3	1	1.2104	1.1456	1.1456	0.1468
LINC00999	1	3	0	0	0	1.2271	0	0	0
SLC25A28	2	6	0	0	0	1.117	0	0	0
ATP5G2	1	4	0	0	0	1.3777	0	0	0
UQCRFS1	4	6	0	0	0	0.8281	0	0	0
NPBWR1	10	9	0	0	0	0.8058	0	0	0
MRPL51	0	3	0	0	0	1.2302	0	0	0
EGLN1	4	12	1	0	0	1.441	1.8755	1.8755	0
IMMT	9	15	1	1	1	0.8469	0.8894	0.8894	0.6489
AIMP2	4	6	0	0	0	0.995	0	0	0
SLIRP	0	3	0	0	0	1.4186	0	0	0
KRTAP9-8	4	4	0	0	0	1.2341	0	0	0
ABCB10	10	14	0	2	0	0.7616	1.3137	1.3137	0
UIMC1	2	10	1	0	1	1.1663	0.9617	0.9617	0.7152
VAPA	4	4	0	1	0	0.6671	1.6907	1.6907	0
CCDC61	6	15	2	0	0	1.1959	2.0765	2.0765	0
HTR2C	23	28	1	0	0	0.8741	0.4751	0.4751	0
TPRX1	5	15	1	0	0	1.4478	1.3954	1.3954	0
OR13C4	7	19	1	0	0	1.3984	1.244	1.244	0
BAALC	3	4	0	0	0	0.9678	0	0	0
MTFR2	1	9	1	0	0	1.6215	1.5391	1.5391	0
FOXE1	5	12	0	0	0	1.3104	0	0	0
TENM4	61	119	6	2	4	1.0264	0.9562	0.9562	0.7149
PDCD11	12	29	2	1	3	1.0965	1.145	1.145	0.6906
LYRM7	4	3	0	0	0	1.152	0	0	0
CCRL2	4	7	0	0	0	1.0113	0	0	0
MIP	6	6	1	0	0	0.6772	1.426	1.426	0
BTF3	0	4	1	0	0	1.5124	2.6677	2.6677	0
UPB1	1	8	1	0	0	1.6209	1.6988	1.6988	0
RGS16	1	6	1	0	0	1.5357	2.285	2.285	0
STS	6	11	1	0	1	0.9113	0.9146	0.9146	0.7602
CDRT15	2	3	0	1	0	0.7249	2.2083	2.2083	0
C1QTNF6	3	6	0	1	0	0.8961	2.7019	2.7019	0
B3GNT2	3	11	1	0	0	1.4877	1.7803	1.7803	0
STXBP5	7	24	1	1	1	1.0627	0.6427	0.6427	0.3754
SCGB2B2	2	2	0	0	0	0.6716	0	0	0
NEURL1B	6	11	0	0	0	0.9929	0	0	0
DIRC3	1	2	0	0	0	0.7469	0	0	0
RBM7	0	6	1	0	0	1.6197	2.208	2.208	0
TRIM63	5	7	1	0	0	0.639	0.7952	0.7952	0
CACNA2D2	10	23	2	2	0	1.1286	1.7021	1.7021	0
ALAS1	3	9	0	1	1	1.0028	1.1825	1.1825	0.7757
VAV2	9	14	0	1	0	0.776	0.495	0.495	0
LRRC61	3	6	0	0	0	0.9193	0	0	0
FAM183A	1	2	0	0	0	0.704	0	0	0
FSTL3	2	4	0	0	0	0.7817	0	0	0
RRM1	4	11	0	1	1	0.9479	0.6145	0.6145	0.6039
TSPAN3	1	4	0	0	0	1.1304	0	0	0
SATL1	6	12	2	0	1	0.932	1.2115	1.2115	0.6985
IGFL3	3	3	0	0	0	1.1703	0	0	0
PCOLCE2	4	16	1	1	0	1.4334	1.5446	1.5446	0
TARBP1	14	35	4	0	2	1.143	1.1868	1.1868	0.6042
ARL2BP	0	1	0	0	0	0.5364	0	0	0
CAMK1G	6	9	2	0	0	0.7773	1.5477	1.5477	0
PARP6	6	12	0	2	1	0.9559	1.1273	1.1273	0.7541
IFT27	1	3	0	0	0	0.999	0	0	0
STMN2	2	7	1	0	0	1.62	1.5488	1.5488	0
SMPD3	7	12	1	0	1	0.9207	1.1124	1.1124	0.7438
ZSWIM4	8	23	1	0	0	1.3475	0.9269	0.9269	0
HNRNPA1L2	1	6	0	0	0	1.237	0	0	0
SST	3	4	1	0	0	0.9755	2.9015	2.9015	0
ARHGAP18	5	14	2	0	1	1.1206	1.1094	1.1094	0.7313
CRNKL1	13	21	3	0	1	0.8287	0.8782	0.8782	0.5311
NPIPA1	2	3	1	0	0	0.7964	2.4944	2.4944	0
NDUFB6	2	3	0	0	0	1.1521	0	0	0
KIF23	4	20	2	0	1	1.1563	0.7703	0.7703	0.4805
C15orf48	0	2	0	0	0	1.5002	0	0	0
AC132216.1	1	2	0	0	0	0.6305	0	0	0
MTRNR2L5	0	2	0	0	0	2.103	0	0	0
IQCK	2	9	1	0	0	1.577	1.5034	1.5034	0
FAM3A	2	3	0	0	0	0.7553	0	0	0
ZNF497	11	24	2	0	0	1.0913	2.0795	2.0795	0
MTTP	5	15	2	1	0	1.0681	1.856	1.856	0
FOLR4	6	13	1	0	0	1.4093	0.8574	0.8574	0
APOBEC3A	1	3	0	0	0	0.8304	0	0	0
MPP7	5	19	2	1	0	1.3679	1.5823	1.5823	0
DNTTIP2	6	13	0	1	1	0.8508	0.6512	0.6512	0.5782
TIRAP	2	4	0	0	0	0.773	0	0	0
EVI5L	10	16	1	0	1	0.8963	0.6656	0.6656	0.6137
NACC2	4	8	0	0	0	0.887	0	0	0
AC103809.2	2	6	0	0	0	1.3627	0	0	0
SDHB	2	8	1	0	0	1.6007	1.4576	1.4576	0
ATF7	4	13	0	2	0	1.3308	1.9167	1.9167	0
OARD1	1	2	1	0	0	0.603	1.7663	1.7663	0
KIAA1586	3	14	1	0	1	1.1776	0.7948	0.7948	0.592
ADIPOR1	3	10	0	1	0	1.5145	1.6355	1.6355	0
TEX11	8	20	3	1	1	0.7967	0.965	0.965	0.4556
CDC42EP3	5	7	0	0	0	1.0661	0	0	0
RERG	6	5	1	0	0	0.6244	0.9422	0.9422	0
ABRACL	2	1	0	0	0	0.5059	0	0	0
TSPAN9	2	6	1	0	0	1.5377	2.0809	2.0809	0
ZNF214	4	15	1	0	0	1.3573	0.7295	0.7295	0
MTERFD2	0	3	0	0	0	0.7231	0	0	0
SLC22A24	15	19	3	0	0	0.7703	1.0975	1.0975	0
NDNL2	3	6	1	0	0	0.8367	2.4455	2.4455	0
VPS26B	4	5	0	1	0	0.7477	2.0504	2.0504	0
AC007375.1	0	4	0	0	0	1.602	0	0	0
SIRPB2	5	14	1	0	0	1.4513	1.1497	1.1497	0
CDHR4	15	27	4	0	0	1.1354	1.6522	1.6522	0
SPACA3	3	4	0	0	0	1.1419	0	0	0
C4orf27	0	6	1	0	0	1.5925	2.2536	2.2536	0
CEP63	5	17	0	1	0	1.1299	0.5091	0.5091	0
RPS18	1	2	0	0	0	0.7121	0	0	0
FAM71B	14	29	3	0	0	1.0665	1.8091	1.8091	0
ADRA1B	11	23	1	0	0	1.321	1.5398	1.5398	0
LRRN4CL	5	7	0	0	0	0.9622	0	0	0
APH1B	2	3	0	1	0	0.7546	2.306	2.306	0
TFEB	6	12	2	0	0	0.9711	2.0185	2.0185	0
MRPL21	1	2	0	1	0	0.7267	2.3492	2.3492	0
GPSM2	3	11	1	0	1	0.9631	0.72	0.72	0.6982
SLC7A4	11	16	0	1	1	1.0128	1.2705	1.2705	0.74
KCNMB4	5	5	0	1	0	0.7083	1.7771	1.7771	0
MRPL16	0	4	0	0	0	1.2818	0	0	0
GMFG	1	2	1	0	0	0.7355	2.3782	2.3782	0
MRGPRE	6	9	0	0	0	1.0786	0	0	0
MROH7	15	39	3	1	0	1.265	1.3165	1.3165	0
GID4	1	3	0	0	0	0.7062	0	0	0
AVPI1	0	1	0	0	0	0.4731	0	0	0
C21orf54	1	4	0	0	0	1.2538	0	0	0
NXN	3	11	1	0	0	1.4771	1.7805	1.7805	0
MEA1	2	3	1	0	0	0.659	1.8075	1.8075	0
CLPB	5	17	1	0	0	1.3916	0.8837	0.8837	0
NRM	4	4	0	1	0	0.7898	2.342	2.342	0
TBC1D28	1	3	0	0	0	0.9844	0	0	0
NEB	79	209	22	7	8	1.0498	1.1721	1.1721	0.4538
ZNF385D	18	30	2	0	0	1.2651	0.9471	0.9471	0
FUT3	2	6	0	0	0	0.951	0	0	0
TOR1B	1	5	0	0	0	1.2667	0	0	0
BUD13	5	20	1	0	0	1.3461	0.7888	0.7888	0
VCX3B	2	2	0	0	0	0.7046	0	0	0
CRH	2	6	0	0	0	1.4739	0	0	0
NPFF	1	3	0	0	0	1.01	0	0	0
TMEM2	14	29	2	0	0	0.9078	0.5462	0.5462	0
CRIP2	2	4	0	0	0	0.8627	0	0	0
MRPL11	2	3	0	0	0	0.805	0	0	0
C10orf55	0	4	0	0	0	1.5692	0	0	0
ATP6V0A2	7	13	0	1	1	0.9288	0.6264	0.6264	0.592
KCNJ8	8	20	2	0	0	1.2969	1.7253	1.7253	0
BDH2	3	8	0	1	0	1.5639	1.4579	1.4579	0
UGT2A1	15	30	3	1	1	0.9113	1.1262	1.1262	0.6098
LRRC10	7	9	1	0	0	1.1433	2.8121	2.8121	0
C1S	10	21	1	1	1	0.9267	0.8504	0.8504	0.7151
GNLY	1	3	0	0	0	1.002	0	0	0
ACOT6	0	4	0	0	0	1.3182	0	0	0
ZFP69B	3	15	1	0	0	1.4557	0.9828	0.9828	0
ARMC9	4	15	2	0	0	1.4282	1.5517	1.5517	0
GTF2A2	1	1	0	0	0	0.6128	0	0	0
ROM1	3	5	1	0	0	0.7922	2.2722	2.2722	0
AC007919.2	1	3	0	0	0	1.4676	0	0	0
ECHDC3	1	6	0	0	0	1.3236	0	0	0
TMEM177	3	9	1	0	0	1.2381	2.7527	2.7527	0
TMEM17	2	4	0	1	0	0.9639	2.8361	2.8361	0
OR2T12	19	28	2	0	0	1.1714	1.8389	1.8389	0
AL627171.1	0	0	0	0	0	0	0	0	0
SMIM4	0	2	0	0	0	1.8066	0	0	0
BOLA3	3	3	0	0	0	1.0862	0	0	0
NET1	4	16	1	1	0	1.4349	1.4734	1.4734	0
AL031320.1	0	0	0	0	0	0	0	0	0
AL445989.1	5	4	0	0	0	0.7153	0	0	0
HMGN2	0	2	0	0	0	1.5755	0	0	0
SUMO1	2	3	1	0	0	1.5284	2.4192	2.4192	0
APOLD1	3	5	0	0	0	0.7768	0	0	0
AC132186.1	4	7	0	0	0	1.1108	0	0	0
AP000695.1	0	4	0	0	0	0.9402	0	0	0
CPLX3	1	4	0	0	0	1.2342	0	0	0
KLHL30	6	18	1	0	0	1.4002	1.0753	1.0753	0
FGA	18	49	4	1	1	1.1286	1.2168	1.2168	0.5467
C5orf46	2	3	0	1	0	1.0611	2.928	2.928	0
JMY	11	22	1	0	0	0.9285	0.4479	0.4479	0
TRAPPC13	1	3	0	1	0	0.6058	1.4751	1.4751	0
ZCCHC10	1	6	1	0	0	1.5372	2.1881	2.1881	0
RPS6KA2	12	23	1	2	0	1.2834	1.4869	1.4869	0
GREB1	35	66	3	1	2	1.0693	0.8076	0.8076	0.4962
C6orf195	1	4	0	0	0	1.4831	0	0	0
FOXH1	1	5	1	0	0	0.9864	2.8538	2.8538	0
LIMS1	2	4	0	0	0	1.0476	0	0	0
TOMM20L	2	4	0	0	0	1.2638	0	0	0
FABP6	2	4	0	0	0	1.0025	0	0	0
PRICKLE3	8	12	0	1	0	0.6992	0.8122	0.8122	0
AGMAT	4	6	0	1	0	0.7527	1.9668	1.9668	0
IGLL1	2	5	0	0	0	1.0521	0	0	0
PSMD10	2	3	0	0	0	0.796	0	0	0
UQCC2	0	1	0	0	0	0.531	0	0	0
ZNF487	1	3	0	0	0	0.903	0	0	0
P4HA1	6	11	0	1	0	0.7432	0.5026	0.5026	0
CCDC163P	1	2	0	0	0	0.7451	0	0	0
FZD6	6	20	1	1	0	1.387	1.3788	1.3788	0
CCDC121	0	5	1	0	0	1.3316	2.858	2.858	0
AC092384.1	0	0	0	0	0	0	0	0	0
MED31	0	1	0	0	0	0.6007	0	0	0
ISG20	2	5	0	0	0	1.1008	0	0	0
SAR1A	1	3	0	0	0	0.7948	0	0	0
PECR	2	9	1	0	0	1.5684	1.445	1.445	0
TNFAIP8	2	3	0	0	0	0.77	0	0	0
FXYD4	1	2	0	0	0	1.1991	0	0	0
ARMCX2	5	14	1	0	1	1.0592	1.4865	1.4865	0.6619
MRAS	2	4	0	0	0	1.3745	0	0	0
HAUS2	1	3	0	0	0	0.9568	0	0	0
CCDC140	2	5	1	0	0	0.9652	2.8053	2.8053	0
CCDC129	15	38	5	1	1	1.0066	1.3688	1.3688	0.3923
TNFSF10	1	6	1	0	0	1.5798	2.0163	2.0163	0
CTNNBIP1	2	3	0	0	0	1.3533	0	0	0
LSM12	1	2	0	0	0	0.7457	0	0	0
SEMA3D	17	35	5	2	0	1.0733	1.4822	1.4822	0
POMZP3	2	3	1	0	0	0.8379	2.5633	2.5633	0
VPREB3	3	4	1	0	0	1.1902	2.8481	2.8481	0
CREBL2	0	2	0	1	0	1.0537	2.9589	2.9589	0
THAP7	1	4	0	0	0	0.8267	0	0	0
COMMD5	6	7	0	0	0	1.0414	0	0	0
DPY30	0	2	0	0	0	1.4718	0	0	0
MSX2	3	7	1	0	0	1.018	2.8575	2.8575	0
CAPN11	9	23	2	0	0	1.2991	0.8746	0.8746	0
MAN1B1	3	10	1	0	1	1.1641	1.3343	1.3343	0.6574
ZNF169	5	13	1	0	1	0.9755	0.8362	0.8362	0.7386
INA	8	20	1	0	0	1.3605	1.4393	1.4393	0
FDX1	0	4	0	0	0	1.456	0	0	0
NEUROG1	4	5	0	0	0	0.6854	0	0	0
RP11-371E8.4	0	3	0	0	0	1.3036	0	0	0
LRRC15	15	24	2	0	0	1.1725	1.8848	1.8848	0
PCMT1	0	4	0	0	0	1.1388	0	0	0
CEP78	7	15	1	1	1	0.9669	1.2748	1.2748	0.6614
IFNK	1	3	0	0	0	0.8416	0	0	0
ACAD8	5	8	1	1	0	0.9526	1.9855	1.9855	0
FLJ45079	0	4	0	0	0	1.6495	0	0	0
SPRYD3	3	5	1	0	0	0.6564	1.4057	1.4057	0
NRTN	0	5	0	0	0	1.3509	0	0	0
CLDND2	2	2	0	0	0	0.6404	0	0	0
C16orf87	0	2	0	0	0	0.9596	0	0	0
NFATC3	7	19	3	0	1	0.8677	1.2223	1.2223	0.4835
CTNNAL1	7	11	2	0	0	0.6913	0.8727	0.8727	0
DSN1	2	7	1	1	0	1.2143	2.1246	2.1246	0
PIGP	1	3	1	0	0	1.0532	2.9116	2.9116	0
ERP29	4	7	1	0	0	1.2273	2.711	2.711	0
NLRP7	24	48	1	2	1	1.1163	0.8833	0.8833	0.5023
SBF2	12	32	5	0	2	0.9607	1.2001	1.2001	0.6011
SYNGR3	3	4	0	0	0	0.7207	0	0	0
GDE1	5	5	1	0	0	0.6712	1.4459	1.4459	0
AL591025.1	0	0	0	0	0	0	0	0	0
BUB3	5	5	0	1	0	0.6362	1.1057	1.1057	0
CHL1	23	53	5	4	0	0.934	1.2891	1.2891	0
GOLGB1	20	72	8	1	1	1.2038	1.2668	1.2668	0.1483
SCGB1C1	1	3	0	0	0	1.3582	0	0	0
TREML4	4	3	0	1	0	0.6418	1.61	1.61	0
C1QTNF3	2	4	1	0	0	0.6343	1.4172	1.4172	0
RNF113A	2	7	1	0	0	1.2214	2.8051	2.8051	0
C1QTNF8	2	3	0	0	0	0.6746	0	0	0
GGT1	8	9	1	0	0	0.6929	1.0638	1.0638	0
RP4-576H24.4	3	5	0	0	0	1.0784	0	0	0
LARS	7	15	2	1	0	0.7405	1.0938	1.0938	0
ACSM3	5	17	2	1	0	1.3379	1.6302	1.6302	0
NUDT14	0	4	0	0	0	1.4185	0	0	0
SKA2	1	2	0	0	0	0.8242	0	0	0
HIST1H3I	2	3	0	0	0	0.6547	0	0	0
MEGF10	20	40	6	0	1	1.013	1.3249	1.3249	0.4571
C10orf129	6	13	1	2	0	1.0354	1.8006	1.8006	0
AC019171.1	2	7	0	0	0	1.308	0	0	0
PRODH2	12	22	1	0	0	1.0987	0.5069	0.5069	0
TMEM115	3	8	1	0	0	1.1558	2.833	2.833	0
USP37	4	19	1	1	0	1.4036	1.0384	1.0384	0
CHST9	3	14	2	0	0	1.3822	1.7948	1.7948	0
ENY2	1	1	0	0	0	0.5851	0	0	0
CNGB1	16	40	2	2	1	1.1986	1.1628	1.1628	0.4026
AL161645.2	0	1	0	0	0	2.4927	0	0	0
ZNF397	1	5	1	0	0	0.5853	0.8963	0.8963	0
KRT74	10	15	0	2	0	0.8254	1.5597	1.5597	0
LOH12CR1	1	2	0	0	0	0.6984	0	0	0
DYM	4	13	2	1	0	1.1716	1.8469	1.8469	0
DTX2	1	5	0	0	0	1.0058	0	0	0
NDUFA1	0	2	0	0	0	1.8347	0	0	0
DHFR	1	3	0	0	0	1.022	0	0	0
MICAL2	13	25	1	1	1	0.8495	0.6817	0.6817	0.4153
GDF10	23	26	1	0	0	0.806	0.6344	0.6344	0
TRMT6	3	7	2	0	0	0.8561	1.7999	1.7999	0
ORMDL3	3	2	0	0	0	0.6296	0	0	0
PI4K2B	1	9	0	1	0	1.5952	1.4715	1.4715	0
AC015989.1	0	0	0	0	0	0	0	0	0
HOMER1	5	7	2	0	0	0.7217	1.3429	1.3429	0
AC073333.1	0	2	0	0	0	2.0298	0	0	0
LIN54	6	18	1	1	0	1.3963	1.1719	1.1719	0
ZNF684	2	4	1	0	0	0.6795	1.7069	1.7069	0
DISP1	11	30	2	0	2	1.1385	0.9761	0.9761	0.5997
CCDC71L	3	4	0	0	0	0.6617	0	0	0
PPP3R2	6	7	0	0	0	1.1946	0	0	0
SAMD13	1	3	0	0	0	1.2717	0	0	0
ATP6V1B2	6	8	1	0	0	0.6797	0.6358	0.6358	0
DEPTOR	4	6	1	0	0	0.6728	1.3501	1.3501	0
GUCA2A	0	3	0	0	0	1.5023	0	0	0
EID1	2	6	0	0	0	1.2177	0	0	0
ACRC	6	21	2	0	0	1.3108	1.7189	1.7189	0
METRN	2	4	0	0	0	0.7286	0	0	0
DEFA4	3	6	0	1	0	1.3781	2.3878	2.3878	0
TNFRSF10A	6	15	2	0	0	1.2978	1.8092	1.8092	0
TNS4	7	9	1	0	0	0.6824	0.7511	0.7511	0
MED29	3	5	0	0	0	1.1134	0	0	0
SLC22A13	11	12	1	0	0	0.7247	0.7006	0.7006	0
GLS	5	12	2	0	1	0.9558	1.2153	1.2153	0.671
TOB2	3	7	0	0	0	1.2144	0	0	0
UBA5	2	10	0	1	0	1.5425	1.1643	1.1643	0
STH	0	1	0	0	0	0.5271	0	0	0
C17orf107	3	4	0	1	0	0.9852	2.7846	2.7846	0
GLO1	0	2	0	0	0	0.7907	0	0	0
CHRNG	4	12	1	0	0	1.4669	1.0908	1.0908	0
C4orf36	1	3	0	0	0	1.3859	0	0	0
PCDH8	25	50	1	0	1	1.0771	0.6471	0.6471	0.4558
GP1BB	4	3	0	0	0	0.6345	0	0	0
C3orf72	1	5	0	0	0	1.2734	0	0	0
ZNF791	2	15	2	0	0	1.4512	1.6472	1.6472	0
ALDH18A1	6	14	1	0	1	0.9772	0.6523	0.6523	0.5933
HEXIM1	1	6	1	0	0	1.1365	2.8801	2.8801	0
C17orf96	4	10	0	0	0	1.2154	0	0	0
SYDE1	6	15	1	0	1	1.1469	1.1044	1.1044	0.651
ATP4A	18	23	2	0	0	0.7745	0.8476	0.8476	0
RP11-318A15.7	0	1	0	0	0	0.5235	0	0	0
MARK4	9	18	0	1	1	1.0401	0.6906	0.6906	0.5989
SEMA4F	11	22	1	0	0	0.9245	0.4556	0.4556	0
RFK	0	2	0	0	0	0.7452	0	0	0
AL603965.1	1	1	0	0	0	0.4708	0	0	0
BRK1	2	1	0	0	0	0.5335	0	0	0
EPHB3	12	24	1	0	1	1.0673	0.5928	0.5928	0.4216
SPINK9	0	2	0	0	0	1.8277	0	0	0
SUB1	0	1	0	0	0	0.5407	0	0	0
ACTR1B	1	7	1	0	0	1.5096	2.1101	2.1101	0
C2orf76	1	2	0	0	0	0.804	0	0	0
C9orf16	2	3	0	0	0	1.5994	0	0	0
COX16	1	4	1	0	0	1.5281	2.2976	2.2976	0
AC008372.1	0	0	0	0	0	0	0	0	0
TRAPPC2P1	3	4	0	0	0	0.8429	0	0	0
RP11-467N20.5	2	7	1	0	0	0.6229	0.6697	0.6697	0
AC022532.1	2	5	0	0	0	1.3305	0	0	0
MRPS16	2	4	0	0	0	1.4323	0	0	0
CERS4	6	12	1	0	0	1.4195	0.9508	0.9508	0
PIGC	2	5	0	0	0	1.0301	0	0	0
CDCP2	3	11	0	1	0	1.414	1.9935	1.9935	0
PEA15	0	1	0	0	0	0.4942	0	0	0
TMEM221	0	5	0	0	0	1.4549	0	0	0
TEKT1	4	11	0	2	0	1.1248	2.0675	2.0675	0
CLK3	9	13	1	1	0	0.7641	1.2832	1.2832	0
PRND	2	5	0	0	0	1.1438	0	0	0
PCSK4	7	16	1	0	1	1.1198	0.8486	0.8486	0.6259
CTDSP1	1	3	1	0	0	0.8549	2.5349	2.5349	0
CUX1	17	36	1	2	2	1.0937	1.0021	1.0021	0.6371
C5AR1	6	7	1	0	0	0.7719	1.9174	1.9174	0
CD81	0	3	0	0	0	1.402	0	0	0
AC092964.2	2	1	0	0	0	0.5393	0	0	0
EVA1A	3	4	0	0	0	0.7706	0	0	0
HPD	6	8	2	0	0	0.8393	1.7127	1.7127	0
C21orf2	5	6	0	1	0	0.7305	1.7277	1.7277	0
REP15	1	4	0	0	0	1.2475	0	0	0
RDM1	0	2	0	0	0	0.7204	0	0	0
ZW10	1	6	1	0	1	0.8666	1.2804	1.2804	0.6185
PLAC9	0	1	0	0	0	0.5263	0	0	0
ANGPT4	3	12	1	0	0	1.4875	1.2439	1.2439	0
AC073343.1	7	11	1	1	0	0.6986	0.9041	0.9041	0
KRI1	4	9	1	0	1	0.8154	0.8283	0.8283	0.5891
SCGB3A2	2	3	0	0	0	1.5304	0	0	0
TDRD10	7	9	1	1	0	0.7525	1.3578	1.3578	0
C9orf57	7	6	1	1	0	0.8358	1.7474	1.7474	0
SGIP1	12	31	1	3	1	1.1179	1.1375	1.1375	0.6175
ROBO1	27	68	7	3	2	1.0486	1.2148	1.2148	0.534
CNBD2	9	19	1	0	0	1.1217	0.5251	0.5251	0
CERS6	4	6	2	0	0	0.7287	1.4083	1.4083	0
AL354718.1	3	1	0	0	0	0.5062	0	0	0
CENPA	2	3	0	0	0	0.8408	0	0	0
SLC22A31	8	9	0	1	0	0.6906	0.8942	0.8942	0
FAM27E1	1	1	0	0	0	0.5083	0	0	0
PURB	5	7	0	0	0	0.8653	0	0	0
AC022210.1	0	0	0	0	0	0	0	0	0
ZNF747	1	5	0	0	0	1.3172	0	0	0
ZNF441	4	16	3	0	0	1.148	1.8258	1.8258	0
AC092782.1	0	1	0	0	0	2.3963	0	0	0
TEX19	0	3	0	0	0	1.2204	0	0	0
C20orf201	3	4	0	0	0	0.7243	0	0	0
TTC7A	15	18	1	1	0	0.7571	0.8487	0.8487	0
C1orf200	3	6	0	0	0	1.1114	0	0	0
DCTN5	1	3	0	0	0	1.0386	0	0	0
C20orf62	1	4	0	1	0	1.1376	2.836	2.836	0
KRTAP10-8	1	6	1	0	0	0.9907	2.7369	2.7369	0
C15orf37	1	5	0	0	0	1.3906	0	0	0
UBOX5	7	8	1	0	0	0.6925	1.1404	1.1404	0
HIP1	10	18	1	1	1	0.8672	0.7136	0.7136	0.5004
MXD1	3	7	1	0	0	1.4682	1.95	1.95	0
BMX	5	14	1	1	1	1.0426	1.1133	1.1133	0.7088
LRRC19	1	7	1	0	0	1.4955	2.1196	2.1196	0
GDPGP1	2	7	0	0	0	1.1153	0	0	0
CC2D1A	9	16	3	0	0	0.8778	1.5292	1.5292	0
PLS1	8	16	2	0	1	1.0148	0.9954	0.9954	0.7234
MED20	4	4	0	1	0	0.8532	2.4461	2.4461	0
HIST1H3A	2	3	0	0	0	0.6274	0	0	0
SMIM15	0	2	0	0	0	1.7603	0	0	0
TSPAN8	1	7	1	0	0	1.6094	1.5613	1.5613	0
FAM180B	2	3	0	0	0	0.8181	0	0	0
RABAC1	1	2	0	0	0	0.6908	0	0	0
ASPRV1	4	7	0	0	0	0.9914	0	0	0
C4orf51	1	7	0	1	0	1.6277	1.282	1.282	0
UBE2D1	1	2	0	0	0	0.8738	0	0	0
PNOC	1	4	0	0	0	1.1937	0	0	0
TERF2IP	1	6	1	0	0	1.0981	2.8195	2.8195	0
EDF1	3	3	0	0	0	0.8923	0	0	0
FAM213B	1	4	0	0	0	1.2811	0	0	0
KRT23	9	13	1	0	0	0.7466	0.5867	0.5867	0
LLGL1	10	17	1	1	1	0.8353	1.1879	1.1879	0.4286
TMEM140	1	4	0	0	0	1.526	0	0	0
RNF187	1	3	0	0	0	1.3009	0	0	0
TJP1	11	34	2	2	2	0.9085	0.91	0.91	0.6375
ST14	6	18	0	1	0	1.368	0.9567	0.9567	0
BCL7A	0	3	0	0	0	1.0382	0	0	0
